frame,track_id,name,posture
8,6,Unknown,SITTING
8,7,Unknown,STANDING
8,8,Unknown,SITTING
8,9,Unknown,SITTING
8,10,Unknown,SITTING
8,11,Unknown,SITTING
8,12,Unknown,SITTING
8,13,Unknown,SITTING
8,14,Unknown,SITTING
8,15,Unknown,STANDING
8,16,Unknown,STANDING
8,17,Unknown,SITTING
8,18,Unknown,SITTING
8,19,Unknown,SITTING
8,20,Unknown,SITTING
8,21,Unknown,SITTING
8,22,Unknown,SITTING
8,23,Unknown,SITTING
8,24,Unknown,SITTING
9,1,Unknown,SITTING
9,2,Unknown,SITTING
9,3,Unknown,SITTING
9,4,Unknown,SITTING
9,5,Unknown,SITTING
9,6,Unknown,SITTING
9,7,Unknown,STANDING
9,8,Unknown,SITTING
9,9,Unknown,SITTING
9,10,Unknown,SITTING
9,11,Unknown,SITTING
9,12,Unknown,SITTING
9,13,Unknown,SITTING
9,14,Unknown,SITTING
9,15,Unknown,STANDING
9,16,Unknown,STANDING
9,17,Unknown,SITTING
9,18,Unknown,SITTING
9,19,Unknown,SITTING
9,20,Unknown,SITTING
9,21,Unknown,SITTING
9,22,Unknown,SITTING
9,23,Unknown,SITTING
9,24,Unknown,SITTING
10,1,Unknown,SITTING
10,2,Unknown,SITTING
10,3,Unknown,SITTING
10,4,Unknown,SITTING
10,5,Unknown,SITTING
10,6,Unknown,SITTING
10,7,Unknown,STANDING
10,8,Unknown,SITTING
10,9,Unknown,SITTING
10,10,Unknown,SITTING
10,11,Unknown,SITTING
10,12,Unknown,SITTING
10,13,Unknown,SITTING
10,14,Unknown,SITTING
10,15,Unknown,STANDING
10,16,Unknown,STANDING
10,17,Unknown,SITTING
10,18,Unknown,SITTING
10,19,Unknown,SITTING
10,20,Unknown,SITTING
10,21,Unknown,SITTING
10,22,Unknown,SITTING
10,23,Unknown,SITTING
10,24,Unknown,SITTING
11,1,Unknown,SITTING
11,2,Unknown,SITTING
11,3,Unknown,SITTING
11,4,Unknown,SITTING
11,5,Unknown,SITTING
11,6,Unknown,SITTING
11,7,Unknown,STANDING
11,8,Unknown,SITTING
11,9,Unknown,SITTING
11,10,Unknown,SITTING
11,11,Unknown,SITTING
11,12,Unknown,SITTING
11,13,Unknown,SITTING
11,14,Unknown,SITTING
11,15,Unknown,STANDING
11,16,Unknown,STANDING
11,17,Unknown,SITTING
11,18,Unknown,SITTING
11,19,Unknown,SITTING
11,20,Unknown,SITTING
11,21,Unknown,SITTING
11,22,Unknown,SITTING
11,23,Unknown,SITTING
12,1,Unknown,SITTING
12,2,Unknown,SITTING
12,3,Unknown,SITTING
12,4,Unknown,SITTING
12,5,Unknown,SITTING
12,6,Unknown,SITTING
12,7,Unknown,STANDING
12,8,Unknown,SITTING
12,9,Unknown,SITTING
12,10,Unknown,SITTING
12,11,Unknown,SITTING
12,12,Unknown,SITTING
12,13,Unknown,SITTING
12,14,Unknown,SITTING
12,15,Unknown,STANDING
12,16,Unknown,STANDING
12,17,Unknown,SITTING
12,18,Unknown,SITTING
12,19,Unknown,SITTING
12,20,Unknown,SITTING
12,21,Unknown,SITTING
12,22,Unknown,SITTING
12,23,Unknown,SITTING
12,24,Unknown,SITTING
13,1,Unknown,SITTING
13,2,Unknown,SITTING
13,3,Unknown,SITTING
13,4,Unknown,SITTING
13,5,Unknown,SITTING
13,6,Unknown,SITTING
13,7,Unknown,STANDING
13,8,Unknown,SITTING
13,9,Unknown,SITTING
13,10,Unknown,SITTING
13,11,Unknown,SITTING
13,12,Unknown,SITTING
13,13,Unknown,SITTING
13,14,Unknown,SITTING
13,15,Unknown,STANDING
13,16,Unknown,STANDING
13,17,Unknown,SITTING
13,18,Unknown,SITTING
13,19,Unknown,SITTING
13,20,Unknown,SITTING
13,21,Unknown,SITTING
13,22,Unknown,SITTING
13,23,Unknown,SITTING
13,24,Unknown,SITTING
14,1,Unknown,SITTING
14,2,Unknown,SITTING
14,3,Unknown,SITTING
14,4,Unknown,SITTING
14,5,Unknown,SITTING
14,6,Unknown,SITTING
14,7,Unknown,STANDING
14,8,Unknown,SITTING
14,9,Unknown,SITTING
14,10,Unknown,SITTING
14,11,Unknown,SITTING
14,12,Unknown,SITTING
14,13,Unknown,SITTING
14,14,Unknown,SITTING
14,15,Unknown,STANDING
14,16,Unknown,STANDING
14,17,Unknown,SITTING
14,18,Unknown,SITTING
14,19,Unknown,SITTING
14,20,Unknown,SITTING
14,21,Unknown,SITTING
14,22,Unknown,SITTING
14,23,Unknown,SITTING
14,24,Unknown,SITTING
15,1,Unknown,SITTING
15,2,Unknown,SITTING
15,3,Unknown,SITTING
15,4,Unknown,SITTING
15,5,Unknown,SITTING
15,6,Unknown,SITTING
15,7,Unknown,STANDING
15,8,Unknown,SITTING
15,9,Unknown,SITTING
15,10,Unknown,SITTING
15,11,Unknown,SITTING
15,12,Unknown,SITTING
15,13,Unknown,SITTING
15,14,Unknown,SITTING
15,15,Unknown,STANDING
15,16,Unknown,STANDING
15,17,Unknown,SITTING
15,18,Unknown,SITTING
15,19,Unknown,SITTING
15,20,Unknown,SITTING
15,21,Unknown,SITTING
15,22,Unknown,SITTING
15,23,Unknown,SITTING
16,1,Unknown,SITTING
16,2,Unknown,SITTING
16,3,Unknown,SITTING
16,4,Unknown,SITTING
16,5,Unknown,SITTING
16,6,Unknown,SITTING
16,7,Unknown,STANDING
16,8,Unknown,SITTING
16,9,Unknown,SITTING
16,10,Unknown,SITTING
16,11,Unknown,SITTING
16,12,Unknown,SITTING
16,13,Unknown,SITTING
16,14,Unknown,SITTING
16,15,Unknown,STANDING
16,16,Unknown,STANDING
16,17,Unknown,SITTING
16,18,Unknown,SITTING
16,19,Unknown,SITTING
16,20,Unknown,SITTING
16,21,Unknown,SITTING
16,22,Unknown,SITTING
16,23,Unknown,SITTING
17,1,Unknown,SITTING
17,2,Unknown,SITTING
17,3,Unknown,SITTING
17,4,Unknown,SITTING
17,5,Unknown,SITTING
17,6,Unknown,SITTING
17,7,Unknown,STANDING
17,8,Unknown,SITTING
17,9,Unknown,SITTING
17,10,Unknown,SITTING
17,11,Unknown,SITTING
17,12,Unknown,SITTING
17,13,Unknown,SITTING
17,14,Unknown,SITTING
17,15,Unknown,STANDING
17,16,Unknown,STANDING
17,17,Unknown,SITTING
17,18,Unknown,SITTING
17,19,Unknown,SITTING
17,20,Unknown,SITTING
17,21,Unknown,SITTING
17,22,Unknown,SITTING
17,23,Unknown,SITTING
17,25,Unknown,SITTING
17,26,Unknown,SITTING
17,24,Unknown,SITTING
18,1,Unknown,SITTING
18,2,Unknown,SITTING
18,3,Unknown,SITTING
18,4,Unknown,SITTING
18,5,Unknown,SITTING
18,6,Unknown,SITTING
18,7,Unknown,STANDING
18,8,Unknown,SITTING
18,9,Unknown,SITTING
18,10,Unknown,SITTING
18,11,Unknown,SITTING
18,12,Unknown,SITTING
18,13,Unknown,SITTING
18,14,Unknown,SITTING
18,15,Unknown,STANDING
18,16,Unknown,STANDING
18,17,Unknown,SITTING
18,18,Unknown,SITTING
18,19,Unknown,SITTING
18,20,Unknown,SITTING
18,21,Unknown,SITTING
18,22,Unknown,SITTING
18,23,Unknown,SITTING
18,25,Unknown,SITTING
18,26,Unknown,SITTING
18,24,Unknown,SITTING
19,1,Unknown,SITTING
19,2,Unknown,SITTING
19,3,Unknown,SITTING
19,4,Unknown,SITTING
19,5,Unknown,SITTING
19,6,Unknown,SITTING
19,7,Unknown,STANDING
19,8,Unknown,SITTING
19,9,Unknown,SITTING
19,10,Unknown,SITTING
19,11,Unknown,SITTING
19,12,Unknown,SITTING
19,13,Unknown,SITTING
19,14,Unknown,SITTING
19,15,Unknown,STANDING
19,16,Unknown,STANDING
19,17,Unknown,SITTING
19,18,Unknown,SITTING
19,19,Unknown,SITTING
19,20,Unknown,SITTING
19,21,Unknown,SITTING
19,22,Unknown,SITTING
19,23,Unknown,SITTING
19,25,Unknown,SITTING
19,26,Unknown,SITTING
19,24,Unknown,SITTING
20,1,Unknown,SITTING
20,2,Unknown,SITTING
20,3,Unknown,SITTING
20,4,Unknown,SITTING
20,5,Unknown,SITTING
20,6,Unknown,SITTING
20,7,Unknown,STANDING
20,8,Unknown,SITTING
20,9,Unknown,SITTING
20,10,Unknown,SITTING
20,11,Unknown,SITTING
20,12,Unknown,SITTING
20,13,Unknown,SITTING
20,14,Unknown,SITTING
20,15,Unknown,STANDING
20,16,Unknown,STANDING
20,17,Unknown,SITTING
20,18,Unknown,SITTING
20,19,Unknown,SITTING
20,20,Unknown,SITTING
20,21,Unknown,SITTING
20,22,Unknown,SITTING
20,23,Unknown,SITTING
20,25,Unknown,SITTING
20,26,Unknown,SITTING
20,24,Unknown,SITTING
21,1,Unknown,SITTING
21,2,Unknown,SITTING
21,3,Unknown,SITTING
21,4,Unknown,SITTING
21,5,Unknown,SITTING
21,6,Unknown,SITTING
21,7,Unknown,STANDING
21,8,Unknown,SITTING
21,9,Unknown,SITTING
21,10,Unknown,SITTING
21,11,Unknown,SITTING
21,12,Unknown,SITTING
21,13,Unknown,SITTING
21,14,Unknown,SITTING
21,15,Unknown,STANDING
21,16,Unknown,STANDING
21,17,Unknown,SITTING
21,18,Unknown,SITTING
21,19,Unknown,SITTING
21,20,Unknown,SITTING
21,21,Unknown,SITTING
21,22,Unknown,SITTING
21,23,Unknown,SITTING
21,25,Unknown,SITTING
21,26,Unknown,SITTING
21,24,Unknown,SITTING
22,1,Unknown,SITTING
22,2,Unknown,SITTING
22,3,Unknown,SITTING
22,4,Unknown,SITTING
22,5,Unknown,SITTING
22,6,Unknown,SITTING
22,7,Unknown,STANDING
22,8,Unknown,SITTING
22,9,Unknown,SITTING
22,10,Unknown,SITTING
22,11,Unknown,SITTING
22,12,Unknown,SITTING
22,13,Unknown,SITTING
22,14,Unknown,SITTING
22,15,Unknown,STANDING
22,16,Unknown,STANDING
22,17,Unknown,SITTING
22,18,Unknown,SITTING
22,19,Unknown,SITTING
22,20,Unknown,SITTING
22,21,Unknown,SITTING
22,22,Unknown,SITTING
22,23,Unknown,SITTING
22,25,Unknown,SITTING
22,26,Unknown,SITTING
22,24,Unknown,SITTING
23,1,Unknown,SITTING
23,2,Unknown,SITTING
23,3,Unknown,SITTING
23,4,Unknown,SITTING
23,5,Unknown,SITTING
23,6,Unknown,SITTING
23,7,Unknown,STANDING
23,8,Unknown,SITTING
23,9,Unknown,SITTING
23,10,Unknown,SITTING
23,11,Unknown,SITTING
23,12,Unknown,SITTING
23,13,Unknown,SITTING
23,14,Unknown,SITTING
23,16,Unknown,STANDING
23,17,Unknown,SITTING
23,18,Unknown,SITTING
23,19,Unknown,SITTING
23,20,Unknown,SITTING
23,21,Unknown,SITTING
23,22,Unknown,SITTING
23,23,Unknown,SITTING
23,25,Unknown,SITTING
23,26,Unknown,SITTING
23,24,Unknown,SITTING
24,1,Unknown,SITTING
24,2,Unknown,SITTING
24,3,Unknown,SITTING
24,4,Unknown,SITTING
24,5,Unknown,SITTING
24,6,Unknown,SITTING
24,7,Unknown,STANDING
24,8,Unknown,SITTING
24,9,Unknown,SITTING
24,10,Unknown,SITTING
24,11,Unknown,SITTING
24,12,Unknown,SITTING
24,13,Unknown,SITTING
24,14,Unknown,SITTING
24,16,Unknown,STANDING
24,17,Unknown,SITTING
24,18,Unknown,SITTING
24,19,Unknown,SITTING
24,20,Unknown,SITTING
24,21,Unknown,SITTING
24,22,Unknown,SITTING
24,23,Unknown,SITTING
24,25,Unknown,SITTING
24,26,Unknown,SITTING
24,24,Unknown,SITTING
24,15,Unknown,STANDING
25,1,Unknown,SITTING
25,2,Unknown,SITTING
25,3,Unknown,SITTING
25,4,Unknown,SITTING
25,5,Unknown,SITTING
25,6,Unknown,SITTING
25,7,Unknown,STANDING
25,8,Unknown,SITTING
25,9,Unknown,SITTING
25,10,Unknown,SITTING
25,11,Unknown,SITTING
25,12,Unknown,SITTING
25,13,Unknown,SITTING
25,14,Unknown,SITTING
25,16,Unknown,STANDING
25,17,Unknown,SITTING
25,18,Unknown,SITTING
25,19,Unknown,SITTING
25,20,Unknown,SITTING
25,21,Unknown,SITTING
25,22,Unknown,SITTING
25,23,Unknown,SITTING
25,25,Unknown,SITTING
25,26,Unknown,SITTING
25,24,Unknown,SITTING
25,15,Unknown,STANDING
26,1,Unknown,SITTING
26,2,Unknown,SITTING
26,3,Unknown,SITTING
26,4,Unknown,SITTING
26,5,Unknown,SITTING
26,6,Unknown,SITTING
26,7,Unknown,STANDING
26,8,Unknown,SITTING
26,9,Unknown,SITTING
26,10,Unknown,SITTING
26,11,Unknown,SITTING
26,12,Unknown,SITTING
26,13,Unknown,SITTING
26,14,Unknown,SITTING
26,16,Unknown,STANDING
26,17,Unknown,SITTING
26,18,Unknown,SITTING
26,19,Unknown,SITTING
26,20,Unknown,SITTING
26,21,Unknown,SITTING
26,22,Unknown,SITTING
26,23,Unknown,SITTING
26,25,Unknown,SITTING
26,26,Unknown,SITTING
26,24,Unknown,SITTING
26,15,Unknown,STANDING
27,1,Unknown,SITTING
27,2,Unknown,SITTING
27,3,Unknown,SITTING
27,4,Unknown,SITTING
27,5,Unknown,SITTING
27,6,Unknown,SITTING
27,7,Unknown,STANDING
27,8,Unknown,SITTING
27,9,Unknown,SITTING
27,10,Unknown,SITTING
27,11,Unknown,SITTING
27,12,Unknown,SITTING
27,13,Unknown,SITTING
27,14,Unknown,SITTING
27,16,Unknown,STANDING
27,17,Unknown,SITTING
27,18,Unknown,SITTING
27,19,Unknown,SITTING
27,20,Unknown,SITTING
27,21,Unknown,SITTING
27,22,Unknown,SITTING
27,23,Unknown,SITTING
27,25,Unknown,SITTING
27,26,Unknown,SITTING
27,24,Unknown,SITTING
27,15,Unknown,STANDING
28,1,Unknown,SITTING
28,2,Unknown,SITTING
28,3,Unknown,SITTING
28,4,Unknown,SITTING
28,5,Unknown,SITTING
28,6,Unknown,SITTING
28,7,Unknown,STANDING
28,8,Unknown,SITTING
28,9,Unknown,SITTING
28,10,Unknown,SITTING
28,11,Unknown,SITTING
28,12,Unknown,SITTING
28,13,Unknown,SITTING
28,14,Unknown,SITTING
28,16,Unknown,STANDING
28,17,Unknown,SITTING
28,18,Unknown,SITTING
28,19,Unknown,SITTING
28,20,Unknown,SITTING
28,21,Unknown,SITTING
28,22,Unknown,SITTING
28,23,Unknown,SITTING
28,26,Unknown,SITTING
28,24,Unknown,SITTING
28,15,Unknown,STANDING
29,1,Unknown,SITTING
29,2,Unknown,SITTING
29,3,Unknown,SITTING
29,4,Unknown,SITTING
29,5,Unknown,SITTING
29,6,Unknown,SITTING
29,7,Unknown,STANDING
29,8,Unknown,SITTING
29,9,Unknown,SITTING
29,10,Unknown,SITTING
29,11,Unknown,SITTING
29,12,Unknown,SITTING
29,13,Unknown,SITTING
29,14,Unknown,SITTING
29,16,Unknown,STANDING
29,17,Unknown,SITTING
29,18,Unknown,SITTING
29,19,Unknown,SITTING
29,20,Unknown,SITTING
29,21,Unknown,SITTING
29,22,Unknown,SITTING
29,23,Unknown,SITTING
29,26,Unknown,SITTING
29,24,Unknown,SITTING
29,15,Unknown,STANDING
30,1,Unknown,SITTING
30,2,Unknown,SITTING
30,3,Unknown,SITTING
30,4,Unknown,SITTING
30,5,Unknown,SITTING
30,6,Unknown,SITTING
30,7,Unknown,STANDING
30,8,Unknown,SITTING
30,9,Unknown,SITTING
30,10,Unknown,SITTING
30,11,Unknown,SITTING
30,12,Unknown,SITTING
30,13,Unknown,SITTING
30,14,Unknown,SITTING
30,16,Unknown,STANDING
30,17,Unknown,SITTING
30,18,Unknown,SITTING
30,19,Unknown,SITTING
30,20,Unknown,SITTING
30,21,Unknown,SITTING
30,22,Unknown,SITTING
30,23,Unknown,SITTING
30,26,Unknown,SITTING
30,24,Unknown,SITTING
30,15,Unknown,STANDING
31,1,Unknown,SITTING
31,2,Unknown,SITTING
31,3,Unknown,SITTING
31,4,Unknown,SITTING
31,5,Unknown,SITTING
31,6,Unknown,SITTING
31,7,Unknown,STANDING
31,8,Unknown,SITTING
31,9,Unknown,SITTING
31,10,Unknown,SITTING
31,11,Unknown,SITTING
31,12,Unknown,SITTING
31,13,Unknown,SITTING
31,14,Unknown,SITTING
31,16,Unknown,SITTING
31,17,Unknown,SITTING
31,18,Unknown,SITTING
31,19,Unknown,SITTING
31,20,Unknown,SITTING
31,21,Unknown,SITTING
31,22,Unknown,SITTING
31,24,Unknown,SITTING
31,15,Unknown,STANDING
32,1,Unknown,SITTING
32,2,Unknown,SITTING
32,3,Unknown,SITTING
32,4,Unknown,SITTING
32,5,Unknown,SITTING
32,6,Unknown,SITTING
32,7,Unknown,STANDING
32,8,Unknown,SITTING
32,9,Unknown,SITTING
32,10,Unknown,SITTING
32,11,Unknown,SITTING
32,12,Unknown,SITTING
32,13,Unknown,SITTING
32,14,Unknown,SITTING
32,16,Unknown,SITTING
32,17,Unknown,SITTING
32,18,Unknown,SITTING
32,19,Unknown,SITTING
32,20,Unknown,SITTING
32,21,Unknown,SITTING
32,22,Unknown,SITTING
32,24,Unknown,SITTING
32,15,Unknown,STANDING
33,1,Unknown,SITTING
33,2,Unknown,SITTING
33,3,Unknown,SITTING
33,4,Unknown,SITTING
33,5,Unknown,SITTING
33,6,Unknown,SITTING
33,7,Unknown,STANDING
33,8,Unknown,SITTING
33,9,Unknown,SITTING
33,10,Unknown,SITTING
33,11,Unknown,SITTING
33,12,Unknown,SITTING
33,13,Unknown,SITTING
33,14,Unknown,SITTING
33,16,Unknown,SITTING
33,17,Unknown,SITTING
33,18,Unknown,SITTING
33,19,Unknown,SITTING
33,20,Unknown,SITTING
33,21,Unknown,SITTING
33,22,Unknown,SITTING
33,24,Unknown,SITTING
33,15,Unknown,STANDING
34,1,Unknown,SITTING
34,2,Unknown,SITTING
34,3,Unknown,SITTING
34,4,Unknown,SITTING
34,5,Unknown,SITTING
34,6,Unknown,SITTING
34,7,Unknown,STANDING
34,8,Unknown,SITTING
34,9,Unknown,SITTING
34,10,Unknown,SITTING
34,11,Unknown,SITTING
34,12,Unknown,SITTING
34,13,Unknown,SITTING
34,14,Unknown,SITTING
34,16,Unknown,SITTING
34,17,Unknown,SITTING
34,18,Unknown,SITTING
34,19,Unknown,SITTING
34,20,Unknown,SITTING
34,21,Unknown,SITTING
34,22,Unknown,SITTING
34,24,Unknown,SITTING
34,15,Unknown,STANDING
35,1,Unknown,SITTING
35,2,Unknown,SITTING
35,3,Unknown,SITTING
35,4,Unknown,SITTING
35,5,Unknown,SITTING
35,6,Unknown,SITTING
35,7,Unknown,STANDING
35,8,Unknown,SITTING
35,9,Unknown,SITTING
35,10,Unknown,SITTING
35,11,Unknown,SITTING
35,12,Unknown,SITTING
35,13,Unknown,SITTING
35,14,Unknown,SITTING
35,16,Unknown,SITTING
35,17,Unknown,SITTING
35,18,Unknown,SITTING
35,19,Unknown,SITTING
35,20,Unknown,SITTING
35,21,Unknown,SITTING
35,22,Unknown,SITTING
35,24,Unknown,SITTING
35,15,Unknown,STANDING
36,1,Unknown,SITTING
36,2,Unknown,SITTING
36,3,Unknown,SITTING
36,4,Unknown,SITTING
36,5,Unknown,SITTING
36,6,Unknown,SITTING
36,7,Unknown,STANDING
36,8,Unknown,SITTING
36,9,Unknown,SITTING
36,10,Unknown,SITTING
36,11,Unknown,SITTING
36,12,Unknown,SITTING
36,13,Unknown,SITTING
36,14,Unknown,SITTING
36,16,Unknown,SITTING
36,17,Unknown,SITTING
36,18,Unknown,SITTING
36,19,Unknown,SITTING
36,20,Unknown,SITTING
36,21,Unknown,SITTING
36,22,Unknown,SITTING
36,24,Unknown,SITTING
36,15,Unknown,STANDING
36,23,Unknown,SITTING
37,1,Unknown,SITTING
37,2,Unknown,SITTING
37,3,Unknown,SITTING
37,4,Unknown,SITTING
37,5,Unknown,SITTING
37,6,Unknown,SITTING
37,7,Unknown,STANDING
37,8,Unknown,SITTING
37,9,Unknown,SITTING
37,10,Unknown,SITTING
37,11,Unknown,SITTING
37,12,Unknown,SITTING
37,13,Unknown,SITTING
37,14,Unknown,SITTING
37,16,Unknown,SITTING
37,17,Unknown,SITTING
37,18,Unknown,SITTING
37,19,Unknown,SITTING
37,20,Unknown,SITTING
37,21,Unknown,SITTING
37,22,Unknown,SITTING
37,24,Unknown,SITTING
37,15,Unknown,STANDING
37,23,Unknown,SITTING
38,1,Unknown,SITTING
38,2,Unknown,SITTING
38,3,Unknown,SITTING
38,4,Unknown,SITTING
38,5,Unknown,SITTING
38,6,Unknown,SITTING
38,7,Unknown,STANDING
38,8,Unknown,SITTING
38,9,Unknown,SITTING
38,10,Unknown,SITTING
38,11,Unknown,SITTING
38,12,Unknown,SITTING
38,13,Unknown,SITTING
38,14,Unknown,SITTING
38,16,Unknown,SITTING
38,17,Unknown,SITTING
38,18,Unknown,SITTING
38,19,Unknown,SITTING
38,20,Unknown,SITTING
38,21,Unknown,SITTING
38,22,Unknown,SITTING
38,24,Unknown,SITTING
38,15,Unknown,STANDING
38,23,Unknown,SITTING
39,1,Unknown,SITTING
39,2,Unknown,SITTING
39,3,Unknown,SITTING
39,4,Unknown,SITTING
39,5,Unknown,SITTING
39,6,Unknown,SITTING
39,7,Unknown,STANDING
39,8,Unknown,SITTING
39,9,Unknown,SITTING
39,10,Unknown,SITTING
39,11,Unknown,SITTING
39,12,Unknown,SITTING
39,13,Unknown,SITTING
39,14,Unknown,SITTING
39,16,Unknown,SITTING
39,17,Unknown,SITTING
39,18,Unknown,SITTING
39,19,Unknown,SITTING
39,20,Unknown,SITTING
39,21,Unknown,SITTING
39,22,Unknown,SITTING
39,24,Unknown,SITTING
39,15,Unknown,STANDING
39,23,Unknown,SITTING
40,1,Unknown,SITTING
40,2,Unknown,SITTING
40,3,Unknown,SITTING
40,4,Unknown,SITTING
40,5,Unknown,SITTING
40,6,Unknown,SITTING
40,7,Unknown,STANDING
40,8,Unknown,SITTING
40,9,Unknown,SITTING
40,10,Unknown,SITTING
40,11,Unknown,SITTING
40,12,Unknown,SITTING
40,13,Unknown,SITTING
40,14,Unknown,SITTING
40,16,Unknown,SITTING
40,17,Unknown,SITTING
40,18,Unknown,SITTING
40,19,Unknown,SITTING
40,20,Unknown,SITTING
40,21,Unknown,SITTING
40,22,Unknown,SITTING
40,24,Unknown,SITTING
40,15,Unknown,STANDING
40,23,Unknown,SITTING
41,1,Unknown,SITTING
41,2,Unknown,SITTING
41,3,Unknown,SITTING
41,4,Unknown,SITTING
41,5,Unknown,SITTING
41,6,Unknown,SITTING
41,7,Unknown,STANDING
41,8,Unknown,SITTING
41,9,Unknown,SITTING
41,10,Unknown,SITTING
41,11,Unknown,SITTING
41,12,Unknown,SITTING
41,13,Unknown,SITTING
41,14,Unknown,SITTING
41,16,Unknown,SITTING
41,17,Unknown,SITTING
41,18,Unknown,SITTING
41,19,Unknown,SITTING
41,20,Unknown,SITTING
41,21,Unknown,SITTING
41,22,Unknown,SITTING
41,24,Unknown,SITTING
41,15,Unknown,STANDING
41,23,Unknown,SITTING
42,1,Unknown,SITTING
42,2,Unknown,SITTING
