Frame,ID,Zone,State,Score
775,-1,BACK,STANDING,1.0
776,-1,BACK,STANDING,1.0
777,-1,BACK,STANDING,1.0
778,-1,BACK,STANDING,1.0
779,-1,BACK,STANDING,1.0
780,-1,BACK,STANDING,1.0
781,-1,BACK,STANDING,1.0
782,-1,BACK,STANDING,1.0
783,-1,BACK,STANDING,1.0
784,-1,BACK,STANDING,1.0
785,-1,BACK,STANDING,1.0
786,-1,BACK,STANDING,1.0
787,-1,BACK,STANDING,1.0
788,-1,BACK,STANDING,1.0
789,-1,BACK,STANDING,1.0
790,-1,BACK,STANDING,1.0
791,-1,BACK,STANDING,1.0
792,-1,BACK,STANDING,1.0
793,-1,BACK,STANDING,1.0
794,-1,BACK,STANDING,1.0
795,-1,BACK,STANDING,1.0
796,-1,BACK,STANDING,1.0
797,-1,BACK,STANDING,1.0
798,-1,BACK,STANDING,1.0
799,-1,BACK,SITTING,1.0
800,-1,BACK,SITTING,1.0
801,-1,BACK,SITTING,1.0
802,-1,BACK,SITTING,1.0
803,-1,BACK,STANDING,1.0
804,-1,BACK,SITTING,1.0
805,-1,BACK,STANDING,1.0
806,-1,BACK,SITTING,1.0
807,-1,BACK,SITTING,1.0
808,-1,BACK,STANDING,1.0
809,-1,BACK,STANDING,1.0
810,-1,BACK,SITTING,1.0
811,-1,BACK,STANDING,1.0
812,-1,BACK,SITTING,1.0
813,-1,BACK,STANDING,1.0
814,-1,BACK,SITTING,1.0
815,-1,BACK,STANDING,1.0
816,-1,BACK,SITTING,1.0
817,-1,BACK,STANDING,1.0
818,-1,BACK,STANDING,1.0
819,-1,BACK,STANDING,1.0
820,-1,BACK,STANDING,1.0
821,-1,BACK,STANDING,1.0
822,-1,BACK,STANDING,1.0
823,-1,BACK,STANDING,1.0
824,-1,BACK,STANDING,1.0
825,-1,BACK,STANDING,1.0
826,-1,BACK,STANDING,1.0
827,-1,BACK,STANDING,1.0
828,-1,BACK,SITTING,1.0
829,-1,BACK,STANDING,1.0
830,-1,BACK,SITTING,1.0
831,-1,BACK,SITTING,1.0
832,-1,BACK,SITTING,1.0
833,-1,BACK,SITTING,1.0
834,-1,BACK,SITTING,1.0
835,-1,BACK,STANDING,1.0
836,-1,BACK,SITTING,1.0
837,-1,BACK,SITTING,1.0
838,-1,BACK,STANDING,1.0
839,-1,BACK,STANDING,1.0
840,-1,BACK,STANDING,1.0
841,-1,BACK,STANDING,1.0
842,-1,BACK,SITTING,1.0
843,-1,BACK,STANDING,1.0
844,-1,BACK,SITTING,1.0
845,-1,BACK,SITTING,1.0
846,-1,BACK,SITTING,1.0
847,-1,BACK,SITTING,1.0
848,-1,BACK,SITTING,1.0
849,-1,BACK,SITTING,1.0
850,-1,BACK,SITTING,1.0
851,-1,BACK,SITTING,1.0
852,-1,BACK,STANDING,1.0
853,-1,BACK,SITTING,1.0
854,-1,BACK,SITTING,1.0
855,-1,BACK,SITTING,1.0
856,-1,BACK,STANDING,1.0
857,-1,BACK,STANDING,1.0
858,-1,BACK,STANDING,1.0
859,-1,BACK,STANDING,1.0
860,-1,BACK,STANDING,1.0
861,-1,BACK,STANDING,1.0
862,-1,BACK,STANDING,1.0
863,-1,BACK,STANDING,1.0
864,-1,BACK,SITTING,1.0
865,-1,BACK,STANDING,1.0
866,-1,BACK,STANDING,1.0
867,-1,BACK,STANDING,1.0
868,-1,BACK,STANDING,1.0
869,-1,BACK,STANDING,1.0
870,-1,BACK,STANDING,1.0
871,-1,BACK,STANDING,1.0
872,-1,BACK,STANDING,1.0
873,-1,BACK,STANDING,1.0
874,-1,BACK,STANDING,1.0
875,-1,BACK,SITTING,1.0
876,-1,BACK,SITTING,1.0
877,-1,BACK,SITTING,1.0
878,-1,BACK,STANDING,1.0
879,-1,BACK,STANDING,1.0
880,-1,BACK,STANDING,1.0
881,-1,BACK,STANDING,1.0
882,-1,BACK,SITTING,1.0
883,-1,BACK,SITTING,1.0
884,-1,BACK,SITTING,1.0
885,-1,BACK,SITTING,1.0
886,-1,BACK,STANDING,1.0
887,-1,BACK,STANDING,1.0
888,-1,BACK,STANDING,1.0
889,-1,BACK,SITTING,1.0
890,-1,BACK,SITTING,1.0
891,-1,BACK,SITTING,1.0
892,-1,BACK,SITTING,1.0
893,-1,BACK,SITTING,1.0
894,-1,BACK,SITTING,1.0
895,-1,BACK,STANDING,1.0
896,-1,BACK,STANDING,1.0
897,-1,BACK,STANDING,1.0
898,-1,BACK,SITTING,1.0
899,-1,BACK,SITTING,1.0
900,-1,BACK,SITTING,1.0
901,-1,BACK,SITTING,1.0
902,-1,BACK,SITTING,1.0
903,-1,BACK,SITTING,1.0
904,-1,BACK,STANDING,1.0
905,-1,BACK,STANDING,1.0
906,-1,BACK,STANDING,1.0
907,-1,BACK,STANDING,1.0
908,-1,BACK,STANDING,1.0
909,-1,BACK,STANDING,1.0
910,-1,BACK,STANDING,1.0
911,-1,BACK,STANDING,1.0
912,-1,BACK,STANDING,1.0
913,-1,BACK,STANDING,1.0
914,-1,BACK,STANDING,1.0
915,-1,BACK,STANDING,1.0
916,-1,BACK,SITTING,1.0
917,-1,BACK,SITTING,1.0
918,-1,BACK,SITTING,1.0
919,-1,BACK,STANDING,1.0
920,-1,BACK,STANDING,1.0
921,-1,BACK,STANDING,1.0
922,-1,BACK,STANDING,1.0
923,-1,BACK,STANDING,1.0
924,-1,BACK,STANDING,1.0
925,-1,BACK,STANDING,1.0
926,-1,BACK,STANDING,1.0
927,-1,BACK,STANDING,1.0
928,-1,BACK,STANDING,1.0
929,-1,BACK,STANDING,1.0
930,-1,BACK,STANDING,1.0
